,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day,Week
8755,California,Yes,Premium,Master/Doctor,Other,F,Suburban,Divorced,Personal Auto,Offer1,Web,SUV,Medsize,2,13,6
8756,California,No,Premium,High School or Below,Employed,M,Rural,Married,Corporate Auto,Offer4,Branch,SUV,Small,2,10,6
8757,California,No,Basic,Master/Doctor,Employed,F,Urban,Single,Personal Auto,Offer1,Agent,SUV,Large,1,28,4
8758,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,SUV,Large,1,27,4
8759,California,No,Extended,College,Employed,F,Urban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,1,8,1
8760,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1,19,3
8761,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Offer4,Call Center,Four-Door Car,Medsize,1,11,2
8762,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Offer4,Call Center,Four-Door Car,Medsize,1,18,3
8763,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,1,2,52
8764,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Large,1,17,3
8765,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,15,7
8766,California,No,Basic,Bachelor,Other,F,Suburban,Married,Corporate Auto,Offer1,Branch,Two-Door Car,Medsize,2,23,8
8767,California,No,Extended,Master/Doctor,Employed,M,Suburban,Single,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,2,27,8
8768,California,No,Extended,College,Other,F,Suburban,Divorced,Corporate Auto,Offer4,Web,Four-Door Car,Small,1,30,4
8769,California,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,11,6
8770,California,No,Extended,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,1,22,3
8771,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,6,1
8772,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,Two-Door Car,Medsize,1,6,1
8773,California,No,Basic,Master/Doctor,Other,M,Suburban,Married,Corporate Auto,Offer4,Agent,Four-Door Car,Small,2,11,6
8774,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Web,Sports Car,Medsize,2,20,7
8775,California,Yes,Basic,College,Other,M,Suburban,Married,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,2,5,5
8776,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Small,1,25,4
8777,California,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Small,2,3,5
8778,California,No,Basic,College,Employed,F,Suburban,Single,Corporate Auto,Offer1,Call Center,SUV,Small,1,8,1
8779,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Offer2,Agent,SUV,Small,1,24,4
8780,California,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,SUV,Medsize,1,1,52
8781,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,1,27,4
8782,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer4,Branch,Two-Door Car,Small,1,20,3
8783,California,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,30,4
8784,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer4,Web,Four-Door Car,Medsize,1,20,3
8785,California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Agent,SUV,Medsize,1,15,2
8786,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer3,Call Center,SUV,Medsize,1,14,2
8787,California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Large,1,7,1
8788,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Offer4,Agent,Four-Door Car,Medsize,2,2,5
8789,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Medsize,2,10,6
8790,California,No,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Offer3,Branch,SUV,Medsize,1,27,4
8791,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Offer3,Call Center,SUV,Medsize,2,20,7
8792,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer3,Web,Two-Door Car,Medsize,1,2,52
8793,California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Offer1,Call Center,SUV,Small,2,20,7
8794,California,Yes,Basic,Master/Doctor,Employed,F,Suburban,Single,Personal Auto,Offer2,Branch,SUV,Large,1,17,3
8795,California,No,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,13,2
8796,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Call Center,SUV,Medsize,1,6,1
8797,California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,SUV,Medsize,1,11,2
8798,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer4,Agent,SUV,Small,2,12,6
8799,California,Yes,Premium,Master/Doctor,Employed,M,Rural,Married,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,1,26,4
8800,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Small,2,26,8
8801,California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Corporate Auto,Offer3,Call Center,SUV,Medsize,2,14,7
8802,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Small,2,2,5
8803,California,Yes,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Web,Two-Door Car,Medsize,1,25,4
8804,California,No,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Offer2,Call Center,Sports Car,Small,2,3,5
8805,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,2,16,7
8806,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,2,6,5
8807,California,No,Basic,Master/Doctor,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,4,1
8808,California,No,Extended,College,Employed,F,Suburban,Divorced,Personal Auto,Offer3,Web,SUV,Medsize,1,20,3
8809,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer3,Agent,SUV,Medsize,1,31,5
8810,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,2,4,5
8811,California,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,28,9
8812,California,Yes,Extended,Master/Doctor,Employed,F,Suburban,Married,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,8,1
8813,California,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,1,5,1
8814,California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,1,12,2
8815,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,2,18,7
8816,California,No,Extended,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,11,2
8817,California,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Offer2,Branch,Two-Door Car,Large,1,1,52
8818,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Web,SUV,Medsize,1,23,3
8819,California,No,Premium,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer3,Agent,Two-Door Car,Medsize,2,26,8
8820,California,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,2,21,8
8821,California,No,Extended,Bachelor,Employed,M,Urban,Divorced,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,28,9
8822,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,Luxury SUV,Small,2,11,6
8823,California,No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Offer1,Web,Four-Door Car,Medsize,2,11,6
8824,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Small,2,15,7
8825,California,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer2,Branch,Luxury Car,Medsize,2,28,9
8826,California,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Offer3,Agent,Two-Door Car,Medsize,2,1,5
8827,California,No,Basic,Master/Doctor,Other,M,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,1,30,4
8828,California,No,Extended,College,Employed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,1,5,1
8829,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,1,14,2
8830,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,2,52
8831,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Branch,Sports Car,Medsize,2,8,6
8832,California,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,2,14,7
8833,California,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,1,28,4
8834,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Call Center,Two-Door Car,Medsize,1,16,2
8835,California,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Offer1,Call Center,SUV,Medsize,1,8,1
8836,California,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,2,10,6
8837,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,16,2
8838,California,No,Basic,Master/Doctor,Unemployed,M,Suburban,Married,Corporate Auto,Offer4,Web,Four-Door Car,Medsize,2,5,5
8839,California,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Offer2,Branch,Two-Door Car,Medsize,1,18,3
8840,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,1,23,3
8841,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Small,2,15,7
8842,California,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Offer1,Call Center,Two-Door Car,Large,1,16,2
8843,California,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2,28,9
8844,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Web,SUV,Medsize,1,10,2
8845,California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Offer2,Call Center,Four-Door Car,Medsize,2,27,8
8846,California,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Offer2,Call Center,SUV,Small,2,1,5
8847,California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,1,6,1
8848,California,No,Basic,College,Employed,M,Rural,Single,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,1,20,3
8849,California,Yes,Extended,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Offer2,Agent,Four-Door Car,Small,1,19,3
8850,California,No,Basic,Master/Doctor,Employed,F,Suburban,Divorced,Corporate Auto,Offer3,Web,Four-Door Car,Medsize,1,30,4
8851,California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Agent,SUV,Medsize,1,10,2
8852,California,No,Basic,Master/Doctor,Employed,M,Rural,Married,Corporate Auto,Offer2,Web,Sports Car,Medsize,2,20,7
8853,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Branch,Luxury Car,Medsize,2,27,8
8854,California,No,Extended,College,Other,F,Suburban,Divorced,Personal Auto,Offer2,Call Center,SUV,Medsize,2,21,8
8855,California,Yes,Basic,College,Other,F,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2,2,5
8856,California,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Offer1,Agent,SUV,Medsize,2,11,6
8857,California,No,Basic,College,Unemployed,M,Rural,Married,Corporate Auto,Offer1,Branch,SUV,Medsize,2,12,6
8858,California,No,Basic,Master/Doctor,Employed,M,Urban,Married,Personal Auto,Offer3,Web,Two-Door Car,Medsize,2,2,5
8859,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer2,Agent,Four-Door Car,Medsize,1,24,4
8860,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,1,14,2
8861,California,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,24,4
8862,California,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Offer2,Call Center,SUV,Medsize,1,20,3
8863,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,1,3,1
8864,California,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,1,12,2
8865,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Branch,SUV,Small,1,3,1
8866,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Two-Door Car,Medsize,2,12,6
8867,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,1,26,4
8868,California,No,Extended,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer4,Call Center,Sports Car,Medsize,2,17,7
8869,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer4,Agent,SUV,Medsize,2,20,7
8870,California,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Offer3,Call Center,Two-Door Car,Medsize,2,25,8
8871,California,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Offer2,Branch,Four-Door Car,Medsize,2,23,8
8872,California,No,Premium,College,Other,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,2,1,5
8873,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer1,Call Center,Four-Door Car,Medsize,1,11,2
8874,California,No,Basic,Master/Doctor,Employed,F,Urban,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize,2,14,7
8875,California,No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Offer1,Call Center,Sports Car,Medsize,2,20,7
8876,California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Offer2,Call Center,Four-Door Car,Small,1,2,52
8877,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Offer2,Branch,Four-Door Car,Large,2,2,5
8878,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Offer2,Agent,SUV,Medsize,2,12,6
8879,California,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Offer1,Call Center,Four-Door Car,Medsize,1,31,5
8880,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Offer1,Agent,Four-Door Car,Large,2,5,5
8881,California,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Small,1,19,3
8882,California,No,Extended,High School or Below,Other,F,Rural,Single,Personal Auto,Offer1,Branch,Four-Door Car,Medsize,1,8,1
8883,California,No,Premium,Bachelor,Employed,M,Suburban,Single,Personal Auto,Offer3,Branch,Four-Door Car,Medsize,2,7,6
8884,California,No,Basic,Bachelor,Unemployed,F,Suburban,Divorced,Personal Auto,Offer3,Call Center,SUV,Medsize,2,26,8
8885,California,No,Basic,Master/Doctor,Employed,F,Suburban,Married,Corporate Auto,Offer1,Branch,SUV,Medsize,2,19,7
8886,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Offer1,Branch,Four-Door Car,Medsize,2,9,6
8887,California,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Offer2,Call Center,Four-Door Car,Medsize,2,11,6
8888,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer2,Branch,SUV,Medsize,1,7,1
8889,California,No,Basic,College,Other,M,Suburban,Married,Personal Auto,Offer1,Agent,SUV,Small,2,5,5
8890,California,No,Basic,College,Employed,M,Rural,Single,Personal Auto,Offer2,Web,Two-Door Car,Medsize,2,3,5
8891,California,Yes,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,1,28,4
8892,California,No,Extended,Bachelor,Employed,M,Rural,Single,Personal Auto,Offer2,Web,Four-Door Car,Medsize,2,2,5
8893,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Offer4,Branch,Four-Door Car,Small,2,15,7
8894,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer3,Branch,Two-Door Car,Medsize,1,23,3
8895,California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,Offer4,Branch,SUV,Medsize,1,21,3
8896,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer4,Web,Two-Door Car,Medsize,1,30,4
8897,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Offer2,Branch,Four-Door Car,Medsize,2,21,8
8898,California,No,Extended,College,Employed,F,Urban,Single,Corporate Auto,Offer3,Agent,SUV,Medsize,1,18,3
8899,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Offer2,Branch,SUV,Small,2,10,6
8900,California,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,18,7
8901,California,No,Basic,High School or Below,Other,F,Urban,Married,Personal Auto,Offer3,Call Center,Four-Door Car,Medsize,2,12,6
8902,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Offer1,Agent,Four-Door Car,Small,2,20,7
8903,California,No,Premium,Bachelor,Other,M,Suburban,Married,Personal Auto,Offer2,Call Center,Four-Door Car,Small,1,6,1
8904,California,No,Extended,Bachelor,Other,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Small,2,10,6
8905,California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Offer1,Agent,Four-Door Car,Medsize,2,16,7
8906,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Offer1,Branch,Sports Car,Medsize,1,9,1
8907,California,No,Basic,Master/Doctor,Employed,M,Urban,Married,Personal Auto,Offer4,Web,Two-Door Car,Medsize,1,28,4
8908,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Offer1,Agent,Four-Door Car,Medsize,1,2,52
8909,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Offer1,Agent,Sports Car,Large,1,9,1
8910,California,No,Extended,Master/Doctor,Employed,F,Urban,Married,Corporate Auto,Offer3,Agent,Four-Door Car,Medsize,1,28,4
8911,California,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Offer1,Agent,Luxury SUV,Small,1,15,2
8912,California,Yes,Basic,College,Employed,F,Rural,Married,Corporate Auto,Offer2,Branch,SUV,Large,2,10,6
8913,California,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Offer4,Web,Four-Door Car,Large,1,20,3
8914,California,Yes,Extended,Master/Doctor,Employed,M,Suburban,Married,Personal Auto,Offer1,Branch,Two-Door Car,Medsize,2,1,5
8915,California,No,Basic,Master/Doctor,Employed,F,Rural,Married,Personal Auto,Offer3,Web,Four-Door Car,Medsize,2,9,6
